0         	netw           	TxRx	     	latencies, ms: 
in0 >	10|0	10|0	10|0	
in1 >	10|0	10|0	10|0	
in2 >	10|0	10|0	10|0	
 	v	v	v	
out	0	1	2	
29.06     	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 51384 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
29.06     	netw           	  Rx	< < <	checkReceive	1->2 TX_PREDECESSOR mID 50651 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @2 pS 0
29.07     	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 51384 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
29.07     	netw           	Tx  	> > >	send	->2 RX_PREDECESSOR mID 50651 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @2 pS 0
29.07     	netw           	  Rx	< < <	push_into_network	->1 TX_NOTIFY mID 52265 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
29.07     	netw           	  Rx	< < <	checkReceive	2->1 TX_NOTIFY mID 52265 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
29.08     	netw           	Tx  	> > >	send	->1 RX_NOTIFY mID 52265 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
29.08     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 52265 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
29.08     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 52265 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
29.09     	netw           	Tx  	> > >	send	->2 RX_ACK mID 52265 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
30.01     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_PREDECESSOR mID 51760 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.01     	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_PREDECESSOR mID 51760 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.02     	netw           	Tx  	> > >	send	->1 RX_FIND_PREDECESSOR mID 51760 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.02     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 51760 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.02     	netw           	  Rx	< < <	push_into_network	->0 TX_PREDECESSOR mID 51760 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
30.02     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 51760 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.03     	netw           	Tx  	> > >	send	->0 RX_ACK mID 51760 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.03     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 53064 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
30.03     	netw           	  Rx	< < <	checkReceive	1->0 TX_PREDECESSOR mID 51760 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
30.03     	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 53064 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
30.04     	netw           	Tx  	> > >	send	->0 RX_PREDECESSOR mID 51760 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
30.04     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 53064 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
30.04     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 53064 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
30.04     	netw           	  Rx	< < <	push_into_network	->1 TX_NOTIFY mID 53759 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.04     	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 53064 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
30.04     	netw           	  Rx	< < <	checkReceive	0->1 TX_NOTIFY mID 53759 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.04     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 53064 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
30.04     	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 52688 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
30.05     	netw           	Tx  	> > >	send	->1 RX_NOTIFY mID 53759 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
30.05     	netw           	Tx  	> > >	send	->2 RX_ACK mID 53064 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
30.05     	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 53064 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
30.05     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 53759 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.05     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 53759 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.06     	netw           	Tx  	> > >	send	->0 RX_ACK mID 53759 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
30.06     	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 53064 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
30.06     	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 52688 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
30.07     	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 52688 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
30.07     	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 52688 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
30.07     	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 52688 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
30.07     	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 52688 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
30.08     	netw           	Tx  	> > >	send	->1 RX_ACK mID 52688 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
30.08     	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 52688 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
30.09     	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 52688 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
31.01     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 55369 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
31.01     	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 55369 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
31.02     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 55369 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
31.02     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 55369 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
31.02     	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 55369 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
31.02     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 55369 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
31.03     	netw           	Tx  	> > >	send	->0 RX_ACK mID 55369 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
31.03     	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 55369 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
31.03     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 54122 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
31.03     	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 54122 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
31.04     	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 55369 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
31.04     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 54122 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
31.04     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 54122 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
31.04     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 54122 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
31.04     	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 54122 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.04     	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_PREDECESSOR mID 54831 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
31.05     	netw           	Tx  	> > >	send	->2 RX_ACK mID 54122 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
31.05     	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 54122 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.06     	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 54122 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.06     	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_PREDECESSOR mID 54831 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
31.07     	netw           	Tx  	> > >	send	->2 RX_FIND_PREDECESSOR mID 54831 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
31.07     	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 54831 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
31.07     	netw           	  Rx	< < <	push_into_network	->1 TX_PREDECESSOR mID 54831 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
31.07     	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 54831 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
31.08     	netw           	Tx  	> > >	send	->1 RX_ACK mID 54831 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
31.08     	netw           	  Rx	< < <	checkReceive	2->1 TX_PREDECESSOR mID 54831 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
31.09     	netw           	Tx  	> > >	send	->1 RX_PREDECESSOR mID 54831 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
31.09     	netw           	  Rx	< < <	push_into_network	->2 TX_NOTIFY mID 56566 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.09     	netw           	  Rx	< < <	checkReceive	1->2 TX_NOTIFY mID 56566 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.1      	netw           	Tx  	> > >	send	->2 RX_NOTIFY mID 56566 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
31.1      	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 56566 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
31.1      	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 56566 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
31.11     	netw           	Tx  	> > >	send	->1 RX_ACK mID 56566 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
32.01     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 55748 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
32.01     	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 55748 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
32.02     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 55748 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
32.02     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 55748 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
32.02     	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 55748 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
32.02     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 55748 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
32.03     	netw           	Tx  	> > >	send	->0 RX_ACK mID 55748 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
32.03     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 56233 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
32.03     	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 55748 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
32.03     	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 56233 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
32.04     	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 55748 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
32.04     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 56233 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
32.04     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 56233 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
32.04     	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 56233 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
32.04     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 56233 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
32.04     	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 57013 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
32.04     	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 57013 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
32.05     	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 57013 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
32.05     	netw           	Tx  	> > >	send	->2 RX_ACK mID 56233 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
32.05     	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 56233 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
32.05     	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 57013 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
32.05     	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 57013 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
32.05     	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 57013 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
32.06     	netw           	Tx  	> > >	send	->1 RX_ACK mID 57013 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
32.06     	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 56233 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
32.06     	netw           	  Rx	< < <	checkReceive	0->1 TX_SUCCESSOR mID 57013 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
32.07     	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 57013 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
33.01     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 57516 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
33.01     	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 57516 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
33.02     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 57516 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
33.02     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 57516 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
33.02     	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 57516 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
33.02     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 57516 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
33.03     	netw           	Tx  	> > >	send	->0 RX_ACK mID 57516 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
33.03     	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 57516 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
33.03     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_PREDECESSOR mID 58409 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
33.03     	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_PREDECESSOR mID 58409 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
33.04     	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 57516 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
33.04     	netw           	Tx  	> > >	send	->1 RX_FIND_PREDECESSOR mID 58409 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
33.04     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 58409 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.04     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 58409 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.04     	netw           	  Rx	< < <	push_into_network	->2 TX_PREDECESSOR mID 58409 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.04     	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
33.04     	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
33.05     	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
33.05     	netw           	Tx  	> > >	send	->2 RX_ACK mID 58409 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.05     	netw           	  Rx	< < <	checkReceive	1->2 TX_PREDECESSOR mID 58409 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.05     	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
33.05     	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
33.05     	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
33.06     	netw           	Tx  	> > >	send	->1 RX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
33.06     	netw           	Tx  	> > >	send	->2 RX_PREDECESSOR mID 58409 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.06     	netw           	  Rx	< < <	checkReceive	0->2 TX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
33.06     	netw           	  Rx	< < <	push_into_network	->1 TX_NOTIFY mID 59601 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.06     	netw           	  Rx	< < <	checkReceive	2->1 TX_NOTIFY mID 59601 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.07     	netw           	Tx  	> > >	send	->1 RX_NOTIFY mID 59601 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.07     	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 58867 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
33.07     	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 59601 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.07     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
33.07     	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 58867 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.07     	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
33.07     	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 58867 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.07     	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 59601 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
33.08     	netw           	Tx  	> > >	send	->0 RX_ACK mID 58867 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
33.08     	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 58867 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
33.08     	netw           	Tx  	> > >	send	->2 RX_ACK mID 59601 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
34.01     	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
34.01     	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
34.02     	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
34.02     	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 59329 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
34.02     	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
34.02     	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 59329 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
34.02     	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
34.03     	netw           	Tx  	> > >	send	->0 RX_ACK mID 59329 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
34.03     	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 59329 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
